BIOL 12,Acquire_ use and cite of scientific literature for scientific writing.
BIOL 12,Apply scientific methodology and reasoning through active experimentation and experiences.
BIOL 12,Demonstrate critical thinking and scientific reasoning skills
BIOL 13,Describe key cell processes (including metabolism and cellular interactions) and explain how the chemical properties of molecules relate to these processes.
BIOL 13,Compare and Contrast procaryotic cells_ eucaryotic cells_ viruses and prions.
BIOL 13,Design and execute a simple biological experiment which includes: research of primary sources; appropriate tests with controls and appropriate blinding; analyzing data; and presenting findings as a scientific report with appropriate formatting and graphs.
BIOL 13,Apply knowledge previously gained to analyze problems in cell biology previously not experienced by the student.
BIOL 13,Use basic cell biology laboratory equipment and methods including: a spectrophotometer_ micropipettes_ thermal cycler_ computer-based data acquisition equipment; vertical and horizontal gel electrophoresis_ column chromatography_ microscopy and aseptic technique.
BIOL 13,Perform calculations used in laboratory work and genetics.
BIOL 13,Explain concepts in biotechnology and current research.
BIOL 15,Describe the structures of viruses_ bacteria_ fungi and protozoa and the function of these structures.
BIOL 15,Employ basic microbiological equipment and methods for the study_ identification and
BIOL 15,quantification of microbes.
BIOL 15,Describe the basic metabolic pathways of microbes (energetics) and how metabolism relates to
BIOL 15,both the establishment of microbial infection and to the biochemical tests used in microbial
BIOL 15,identification.
BIOL 15,Explain the role of microbes in infectious disease_ including the features of the microbes that
BIOL 15,contribute to the establishment of infection.
BIOL 15,Identify key microbial pathogens_ how they are transmitted and the major symptoms of the
BIOL 15,diseases they cause.
BIOL 15,Explain how the human immune system functions to prevent and control infectious disease.
BIOL 15,Explain the central dogma of molecular biology and how mutations can lead to changes in
BIOL 15,protein function.
BIOL 15,Describe the modern biotechnological methods used to identify and or quantify microbes and
BIOL 15,microbial infections (polymerase chain reaction and enzyme-linked immunosorbent assay);
BIOL 15,explain the advantages and disadvantages of these methods.
BIOL 15,Perform calculations to determine unit conversions_ dilution factors_ microbial population size
BIOL 15,and generation time.
BIOL 15,Describe how microbes are controlled by use of chemical and physical means and through the
BIOL 15,use of antimicrobial compounds; explain the limitations of these methods.
BIOL 15,Describe the importance of microbes in key ecological processes and their role in
BIOL 15,bioremediation.
BIOL 15,Apply the scientific method to evaluate experiments accurately and communicate conclusions
BIOL 15,effectively.
BIOL 20,Describe key structural features of different human cell and major tissue types.
BIOL 20,Identify and describe the anatomy of the systems of the human body.
BIOL 20,Relate structure and function at the cellular through system levels of organization of human
BIOL 20,body systems.
BIOL 20,Describe structural or anatomical changes that occur in disease_ injury or aging of the human
BIOL 20,body systems.
BIOL 21,Describe and distinguish various roles of major classes of biomolecules in living cells.
BIOL 21,Describe key functional features of different types of human cells and how they communicate.
BIOL 21,Identify key functions of major organ systems and the physiological mechanisms underlying
BIOL 21,their operation.
BIOL 21,Demonstrate an understanding of how organ systems of the body are integrated and regulated.
BIOL 21,Demonstrate an understanding of how homeostasis is maintained in the body.
BIOL 21,Demonstrate knowledge of metabolic and physiological disorders of the major organ systems.
BIOL 21,Analyze experimental data to demonstrate physiological principles.
BIOL 21,Demonstrate an understanding of the scientific method_ experimental design_ and the philosophy
BIOL 21,of science. Apply the scientific method and philosophy of science by designing components of
BIOL 21,and carrying out physiological experiments.
BIOL 30,Demonstrate effective dissection techniques.
BIOL 30,Demonstrate a 3-dimensional understanding of anatomical relationships for all structures
BIOL 30,discussed within each region of the body studied.
BIOL 95,Develop a set of research notes based on personal observations_ readings_ discussions and media
BIOL 95,presentations. Notes must be orderly_ legible and meaningful for future reference_ and include
BIOL 95,analytical questions.
BIOL 95,Produce a summary research report with supporting notes that is orderly_ legible and meaningful
BIOL 95,for future reference; including an index and bibliography.
BIOL 95,Draw from their notes sufficient data as to be able to write a logically ordered analytical essay of
BIOL 95,at least 1_500 words in a proper research-paper form_ on a chosen topic that is pertinent to the
BIOL 95,special study theme.
BIOL 99,Identify CWE objectives that are unique to each student and employment situation
BIOL 99,in consultation with their employer and CWE instructor prior to enrollment.
BIOL 99,Describe the importance of on-the-job responsibilities.
BIOL 99,Identify the attitudes and knowledge elements necessary for success.
BUS 8,Analyze cases using the IRAC method (Issue_ Rule_ Analysis_ Conclusion). Identify issues and
BUS 8,apply the appropriate legal rules to the fact patterns to reach defensible legal conclusions.
BUS 8,Perform legal research_ to include evaluating and interpreting a court citation and locating a
BUS 8,court case on an assigned topic.
BUS 8,Compare and contrast the theories of jurisprudence and the classifications of law.
BUS 8,Categorize the types of government agencies_ powers and functions_ controls through
BUS 8,congressional action_ executive action_ and the courts.
BUS 8,Differentiate the relationship between state and federal systems_ jurisdiction of courts_ the
BUS 8,interaction between business managers and lawyers_ and the importance of alternate dispute
BUS 8,resolution methods.
BUS 8,Demonstrate how cases progress through the court system from problem_ to filing_ to trial_ and
BUS 8,appeal.
BUS 8,Describe the constitutional basis for federal government regulation of business_ including limits
BUS 8,of government power.
BUS 8,Appraise the relationship between law and ethics.
BUS 8,Describe the various agency relationships and the duties and liabilities of agents and principals
BUS 8,as the foundation of partnerships and corporations.
BUS 8,Distinguish between torts and crimes and describe the purpose of criminal and tort law.
BUS 8,Evaluate when a promise is enforceable_ the elements of a contract_ performance_ and remedies
BUS 8,available in the event of breach.
BUS 8,Distinguish between contracts governed by the Uniform Commercial Code and those governed
BUS 8,by the common law of contracts.
BUS 8,Explain a corporation’s legal structure and differentiate it from other forms of business
BUS 8,organization_ the meaning of limited liability for the owners; describe the relationship of the
BUS 8,various stakeholders.
BUS 8,Describe the major federal acts that pertain to antitrust_ securities regulation_ employment law_
BUS 8,and environmental law.
BUS 8,Compare and contrast state and federal regulation.
BUS 8,Differentiate between the application of domestic and international legal principles.
BUS 8,Evaluate and develop effective strategies for reducing potential enterprise liability in the areas of
BUS 8,tort law_ products and service liability_ respondent superior_ etc.
BUS 8,Identify the scope and methodology of governmental authority to regulate private business
BUS 8,activity and assess the effect of constitutional limitations on that authority.
BUS 8,Distinguish and compare alternative methods and procedures for resolving business related
BUS 18,Identify and describe the characteristics of the relational data model in the context of modern
BUS 18,relational DBMS.
BUS 18,Design a database using ERD and apply the normalization process to ensure proper organization
BUS 18,of data.
BUS 18,Use SQL to manage data in a relational DBMS.
BUS 18,Analyze the architecture and functionality of a modern relational DBMS.
BUS 18,Analyze and compare the capabilities of various commercial DBMS products for large- and
BUS 18,small-scale databases.
BUS 18,Identify and describe the responsibilities of a database administrator_ including system security_
BUS 18,database integrity_ system maintenance and operation_ and performance evaluation.
BUS 20,Cite the various ways the U.S. government affects_ restricts_ and protects business.
BUS 20,Compare and contrast the advantages/disadvantages in each form of business ownership.
BUS 20,Apply the entrepreneurial process for identifying and exploiting potential business
BUS 20,opportunities.
BUS 20,Define business ethics and social responsibility and examine ethical dilemmas pertaining to
BUS 20,internal and external stakeholders.
BUS 20,Compare and contrast the primary economic systems.
BUS 20,Identify different methods of engaging in international business given their challenges including
BUS 20,trade barriers_ regulatory issues and cultural differences.
BUS 20,Define and describe the key management functions of planning_ organizing_ leading and
BUS 20,controlling.
BUS 20,Examine current production and operations processes including sustainability initiatives.
BUS 20,Discuss the human resource functions of hiring_ motivating_ training and compensating
BUS 20,employees and the laws governing these practices.
BUS 20,Identify the marketing mix and key tools_ terms and strategies related to each element.
BUS 20,Describe and identify how technology impacts all the primary functions of business.
BUS 20,Evaluate the basic components of financial statements and ratio analysis.
BUS 20,Explain the importance of finance to the operations of business; the various types of financing;
BUS 20,and the process of internal and external financing and controls.
BUS 20,Identify securities markets including investment options_ mechanisms of investing_ and how to
BUS 20,conduct basic analysis of business financial information.
BUS 20,Identify and describe the basics of business law including contracts_ torts_ intellectual property_
BUS 20,and the American legal system.
BUS 20,Summarize the components of risk management and basic insurance concepts.
BUS 20,Utilize a variety of resources to investigate potential career paths and assess their compatibility
BUS 20,with the students' own personality_ interest and aptitudes.
BUS 20,Identify_ describe and present potential strengths_ weaknesses_ opportunities and threats to a
BUS 20,business from an operations perspective.
BUS 20,II.
BUS 20,III.
BUS 26,II.
BUS 26,III.
BUS 26,Identify and describe the problems and prospects of opening a small business.
BUS 26,Explain the relative advantages and disadvantages of starting a business_ acquiring an existing
BUS 26,business and buying a franchise.
BUS 26,Articulate the financial_ legal_ competitive and operational factors to consider before buying a
BUS 26,business or franchise.
BUS 26,Explain the legal and licensing requirements of starting a business.
BUS 26,Analyze the advantages and disadvantages of debt and equity financing.
BUS 26,Evaluate the advantages and disadvantages of different types of business entities including sole
BUS 26,proprietorships_ partnerships_ corporation_ and Limited Liability Companies (LLC).
BUS 26,Apply business principles and think critically to: evaluate business opportunities; determine
BUS 26,competitive advantages; devise preliminary business strategies; identify potential problems and
BUS 26,develop solutions to deal with them.
BUS 27,Explain key marketing concepts and terms_ such as marketing_ market gap analysis_ product_
BUS 27,product life cycle_ competitive advantage_ product differentiation_ product mix and market
BUS 27,segment.
BUS 27,Describe the factors affecting pricing and apply standard mark-up and mark-down procedures.
BUS 27,Devise a sample budget for promotional expenses_ emphasizing use of the objective-and-task
BUS 27,budgeting approach.
BUS 27,Identify and describe the steps in the personal selling process and the role of personal selling in
BUS 27,the promotion mix.
BUS 27,Develop a promotion plan for a hypothetical business_ integrating the use of advertising_
BUS 27,publicity_ social media_ sales promotion and personal selling.
BUS 27,Develop an advertising campaign_ including media selection_ timing and writing and/or
BUS 27,designing effective copy.
BUS 27,Describe elements of the distribution channel_ including a multi-channel approach that might
BUS 27,appropriately be used with a consumer product.
BUS 27,Apply business principles and think critically to: evaluate business opportunities; determine
BUS 27,competitive advantages; devise preliminary marketing strategies; and identify problems and
BUS 27,develop solutions to deal with them.
BUS 28,II.
BUS 28,III.
BUS 28,Apply basic legal principles to small business planning and management scenarios.
BUS 28,Explain risk management and insurance considerations relevant for small businesses.
BUS 28,Describe a business' tax obligations: self-employment_ payroll_ sales_ income and other.
BUS 28,Evaluate sources of small business financing including Small Business
BUS 28,Administration(SBA)-sponsored programs.
BUS 28,Analyze financial statements to determine a small business' liquidity position_ inventory
BUS 28,turnover_ credit control_ leverage_ profitability and other financial and operating conditions.
BUS 28,Prepare income and cash flow projections.
BUS 28,Create a comprehensive business plan (including an introduction_ business description_
BUS 28,marketing plan_ sales and financial projections_ business risk analysis and personal resume) for
BUS 28,financing and managing a small business.
BUS 28,Apply business principles and think critically to: evaluate business opportunities; analyze and
BUS 28,prepare business financial statements; compare business ratios against industry averages; and
BUS 28,identify problems and develop solutions to deal with them.
BUS 29,Identify ways in which today’s global work environment is diverse_ and describe ways in which
BUS 29,employees in particular demographic groups may be characterized in terms of their goals_ values
BUS 29,and customs.
BUS 29,Devise strategies for using decision-making techniques contingent on an organization’s needs.
BUS 29,Explain the importance of effective communication (including listening) in work situations and
BUS 29,describe methods for communicating effectively.
BUS 29,Develop a variety of tools for effectively motivating employees_ using job design_ coaching_
BUS 29,goal-setting_ rewards and equitable supervisory practices.
BUS 29,Describe ways in which organizations create atmospheres that encourage innovation and
BUS 29,change.
BUS 40,Explain and apply terms_ specific facts_ and theories relating to the major environmental factors
BUS 40,and operational concerns influencing today’s managers.
BUS 40,Engage in informed discussion about the impacts of businesses’ ethical and socially responsible
BUS 40,behavior on various stakeholders and on business results.
BUS 40,Discuss and develop management strategies_ based on the use of strategic and operational
BUS 40,planning_ with an emphasis on both effective and efficient operations.
BUS 40,Identify and compare approaches to organizing in order to optimize the effective use of human_
BUS 40,technological and financial resources.
BUS 40,Examine and apply common control tools and operations management techniques used to direct
BUS 40,operations_ assess performance_ and facilitate actions to enhance productivity and
BUS 40,develop/sustain competitive advantage.
BUS 44,II.
BUS 44,III.
BUS 44,Explain and apply terms_ specific facts and theories relating to the HRM function of
BUS 44,organizations today.
BUS 44,Engage in informed discussion about important issues relating to equal employment
BUS 44,opportunity_ affirmative action and diversity_ describing the benefits and components of an
BUS 44,effective diversity program.
BUS 44,Identify and compare the various approaches to employee compensation_ training and
BUS 44,development_ and appraisal_ discussing the relative advantages and disadvantages of each.
BUS 44,Demonstrate via oral and written case analysis appropriate insights and recommendations
BUS 44,regarding written and/or videotaped case scenarios depicting major HRM issues and problems.
BUS 44,Identify_ explain and apply federal and state compliance requirements relating to HRM.
BUS 44,Discuss and develop strategies for using the HRM function to promote an organization's success_
BUS 44,particularly by maximizing employee productivity and motivation.
BUS 60,Discuss the economic_ regulatory and global aspects of the use of advertising to achieve
BUS 60,business objectives
BUS 60,Evaluate market research techniques and application in advertising strategy and message
BUS 60,development
BUS 60,Examine consumer behavior and the role advertising plays in motivation
BUS 60,Define the components and the process of developing an advertising schedule and budget
BUS 60,Compare the strengths and weaknesses of the various media for advertising (TV_ radio_
BUS 60,newspaper_ www_ magazine_ outdoor_ yellow pages_ etc.)
BUS 60,Evaluate purchase of media time and space through research of rates and services
BUS 60,Apply the principles of advertising strategy when evaluating advertising campaigns.
BUS 60,Define the complete suite of marketing tools and the advantages of an integrated marketing
BUS 60,communications strategy
BUS 64,Identify and discuss key marketing concepts and tools necessary to help organizations satisfy
BUS 64,customers' needs and develop and sustain a competitive advantage.
BUS 64,Critically assess situations_ then apply marketing principles and practices to: a. Conduct basic
BUS 64,marketing research b. Define and segment consumer and B2B markets c. Develop
BUS 64,needs-satisfying products and services d. Devise appropriate pricing and distributing strategies e.
BUS 64,Create promotional campaigns using tools such as advertising_ personal selling_ publicity_ sales
BUS 64,promotion and social media.
BUS 64,Comprehensively and systematically evaluate an existing organization_ its marketing operations
BUS 64,and potential_ then complete a marketing audit or create a marketing plan.
BUS 66,II.
BUS 66,III.
BUS 66,Define the terms_ principles and theories relating to retail planning_ strategy and implementation
BUS 66,Explain factors associated with buying behavior and describe related store layout_ design_ and
BUS 66,visual merchandising decisions
BUS 66,Analyze a retail marketing strategy and its appropriateness given target market(s)
BUS 66,Determine the best method for retail operations based on situation analysis and research. Make
BUS 66,written or oral statements about the justification for the selected method and potential
BUS 66,implications.
BUS 66,Analyze customer buying behavior in today’s globally competitive and technologically-infused
BUS 66,environment and its retailing implications
BUS 66,Conduct a retail audit to demonstrate mastery of course concepts including customer buying
BUS 66,behavior_ retail planning_ strategy_ store layout_ visual merchandising_ and operations.
BUS 68,Describe the technologies used for web marketing.
BUS 68,Evaluate and recommend the best mix of web marketing tools to achieve specific business
BUS 68,objectives.
BUS 68,Use appropriate terminology to communicate with website designers_ developers and marketing
BUS 68,services vendors.
BUS 68,Identify potential security issues relating to e-commerce.
BUS 68,Explain legal issues facing web marketers and e-commerce developers.
BUS 68,Utilize a variety of resources to manage web marketing plans_ budgets activities and results
BUS 68,improvement.
BUS 68,Discuss future trends in web marketing and e-commerce.
BUS 97,Develop a set of research notes based on personal observations_ readings_ discussions and media
BUS 97,presentations. Notes must be orderly_ legible and meaningful for future reference_ and include
BUS 97,analytical questions.
BUS 97,Produce a summary research report with supporting notes that is orderly_ legible and meaningful
BUS 97,for future reference; including an index and bibliography.
BUS 97,Draw from their notes sufficient data as to be able to write a logically ordered analytical essay of
BUS 97,at least 1_500 words in a proper research-paper form_ on a chosen topic that is pertinent to the
BUS 97,special study theme.
BUS 99,Identify CWE objectives that are unique to each student and employment situation
BUS 99,in consultation with their employer and CWE instructor prior to enrollment.
BUS 99,Describe the importance of on-the-job responsibilities.
BUS 99,Identify the attitudes and knowledge elements necessary for success.
CDF 12,Analyze theories of socialization that address the interrelationship of child_ family_ and
CDF 12,community.
CDF 12,Critically assess how educational_ political_ and socioeconomic factors directly impact the lives
CDF 12,of children and families.
CDF 12,Synthesize and analyze research regarding social issues_ changes and transitions that affect
CDF 12,children_ families_ schools_ and communities.
CDF 12,Describe effective strategies that support and empower families through respectful_ reciprocal
CDF 12,relationships to involve all families in their children’s development and learning.
CDF 12,Critically assess community support services and agencies that are available to the community
CDF 12,and families.
CDF 12,Analyze one’s own values_ goals_ and sense of self as related to family history and life
CDF 12,experiences_ assessing how this impacts relationships with children and families.
CDF 14,Analyze major developmental milestones for children from conception through adolescence in
CDF 14,the areas of physical_ psychosocial_ cognitive and language development using standard
CDF 14,research methodologies.
CDF 14,Analyze how cultural_ economic_ political and historical contexts affect children's development.
CDF 14,Compare and contrast various theoretical frameworks that relate to the study of human
CDF 14,development.
CDF 14,Apply developmental theory to the analysis of child observations_ surveys and/or interviews
CDF 14,using investigative research methodologies.
CDF 14,Differentiate characteristics of typical and atypical development at various stages.
CDF 14,Analyze the importance of the early years and the interaction between maturational processes
CDF 14,and social/environmental factors as they affect various areas of development.
CDF 18,Analyze the sequence of development and the interrelationships among physical_ cognitive_
CDF 18,social_ emotional_ language_ and creative developmental areas.
CDF 18,Examine the key contributions of developmental theorists_ advocates and legal decisions in
CDF 18,influencing best practices in early childhood special education.
CDF 18,Summarize the steps in the referral process including observing_ documenting_ screening_ and
CDF 18,assessing young children for special needs or exceptionalities to identify best intervention
CDF 18,strategies.
CDF 18,Identify and discuss the role of the teacher_ the family_ and community resources in developing
CDF 18,an Individual Family Service Plan (IFSP) or Individual Educational Plan (IEP).
CDF 18,Apply knowledge of the National Association for the Education of Young Children (NAEYC)
CDF 18,Code of Ethical Conduct and Statement of Commitment as well as the American's with
CDF 18,Disabilities Act (ADA) within the system of services for children with special needs.
CDF 18,Identify the benefits of using a strengths-based approach in working with children with special
CDF 18,needs and their families.
CDF 30,Compare and contrast methods of supervision for student teachers and others in early childhood
CDF 30,education settings.
CDF 30,Critique and practice strategies to support students teachers_ volunteers_ staff_ and other adults in
CDF 30,early care and education settings.
CDF 30,Demonstrate reflective practice_ cultural competency_ and ethical conduct.
CDF 30,Apply various personnel_ program and environmental tools for assessment.
CDF 30,Develop a variety of systems or strategies to facilitate effective communication among staff.
CDF 30,Provide professional development activities regarding special issues within programs.
CDF 30,Identify characteristics of effective leaders and mentors.
CDF 34,Identify and describe the physical_ cognitive_ language_ social and emotional needs of
CDF 34,school-age children.
CDF 34,List and identify the developmental milestones of school-age children.
CDF 34,Discuss the importance of family involvement in education as it pertains to the development and
CDF 34,socialization of school-age children.
CDF 34,Assess current research and strategies that support the development of the school-age child.
CDF 34,Explain the importance of the role of teachers and schools in children's lives.
CDF 36,Distinguish among the various roles of adults in school-age children’s socialization and
CDF 36,development.
CDF 36,Explain the major theories of child development as they relate to the school-age child.
CDF 36,Describe the increasing role schools and communities play in providing support to children and
CDF 36,their families.
CDF 36,Identify various career options and define the roles of professionals working with school-age
CDF 36,children.
CDF 36,Assess standards and strategies necessary to develop and sustain high-quality programs and
CDF 36,activities.
CDF 40,Critically compare the purpose_ value and use of formal and informal observation and
CDF 40,assessment strategies.
CDF 40,Identify and evaluate logistical challenges_ biases and preconceptions about assessing children.
CDF 40,Demonstrate systematic observation methods to provide data to assess the impact of the
CDF 40,environment_ interactions and curriculum on all domains of children's learning and
CDF 40,development.
CDF 40,Assess the value of partnerships with families and other professionals in utilizing interpretations
CDF 40,of observational and assessment data to inform teaching responses and strategies.
CDF 40,Demonstrate knowledge of the legal and ethical responsibilities related to cultural and social
CDF 40,contexts within the early childhood education setting.
CDF 40,Integrate activities related to observation and assessment into play-based environments_
CDF 40,curricula and care routines for typically and atypically developing children.
CDF 44,Describe the major theories of behaviors.
CDF 44,Identify and use effective guidance methods and techniques.
CDF 44,Recognize and describe typical and atypical social and emotional behaviors.
CDF 44,Demonstrate the ability to create enviroments to promote developing social and emotional skills.
CDF 44,Differentiate between feelings and behaviors.
CDF 44,Identify and compare behavior modification and problem-solving techniques.
CDF 44,Gather information to promote healthy social and emotional development and to educate
CDF 44,families using positive guidance techniques.
CDF 48,Interpret best and promising teaching and care practices as defined within the field of early care
CDF 48,and education's history_ range of delivery systems_ program types_ philosophies and ethical
CDF 48,standards.
CDF 48,Identify the underlying theoretical perspective in forming a professional philosophy.
CDF 48,Assess early childhood settings_ curriculum and teaching strategies utilizing indicators of quality
CDF 48,early childhood practice that support all children including those with diverses characteristics
CDF 48,and their families.
CDF 48,Evaluate the value of play as a vehicle for developing skills_ knowledge_ dispositions and
CDF 48,strengthening relationships among young children.
CDF 48,Examine a variety of guidance and interaction strategies to increase children’s social competence
CDF 48,and promote a caring classroom community.
CDF 48,Analyze the relationship between observation_ planning_ implementation and assessment in
CDF 48,developing effective teaching strategies and positive learning and development.
CDF 55,Identify social and linguistic factors that affect the young second-language learner.
CDF 55,Describe the different developmental pathways taken by young second-language learners.
CDF 55,Identify several ways to communicate with second-language learners.
CDF 55,Communicate with parents about the child’s second-language developmental progress.
CDF 55,Create early childhood curriculum and environments to scaffold second-language learners.
CDF 55,Identify multiple intervention strategies of the second-language learners.
CDF 55,Describe the pathway of bilingualism in a multicultural society.
CDF 55,Identify the developmental pathways to becoming bilingual and biliterate
CDF 56,Analyze the multiple contextual influences on prenatal_ infant and toddler development
CDF 56,including the developmental domains and processes during pregnancy_ birth_ and the first three
CDF 56,years.
CDF 56,Use current research to analyze and evaluate the biological and environmental factors that
CDF 56,influence growth and development from prenatal through 36 months of age.
CDF 56,Identify and describe developmental appropriate approaches to infant care through the first year
CDF 56,of life_ including: the stages of infant development_ the nutritional and health needs of a
CDF 56,pregnant and lactating mother and her baby_ facilitating secure attachment through responsive
CDF 56,and consistent caregiving_ and designing a safe and developmentally appropriate environment.
CDF 56,Examine various caregiving practices and environments that support the optimal development
CDF 56,of diverse families.
CDF 57,Critique theories and review the multiple impacts on young children’s social identity.
CDF 57,Analyze various aspects of children’s experience as members of families targeted by social bias
CDF 57,considering the significant role of education in reinforcing or contradicting such experiences.
CDF 57,Critically assess the components of linguistically and culturally relevant_ inclusive_
CDF 57,age-appropriate_ anti-bias approaches in promoting optimum learning and development.
CDF 57,Evaluate the impact of personal experiences and social identity on teaching effectiveness.
CDF 57,Describe the unique and overlapping issues in racism_ sexism_ classism_ heterosexism_ ableism
CDF 57,and ethnocentrism as they relate to children and to early childhood settings.
CDF 57,Define and assess the impacts of factors such as language_ ethnicity_ religion_ immigration and
CDF 57,economic class in the personal history of the student and the subsequent impact on teaching
CDF 57,young children and families.
CDF 59,II.
CDF 59,III.
CDF 59,Analyze and describe the rationale for implementing an anti-bias education program related to
CDF 59,children's optimal development.
CDF 59,Identify and describe theories and issues related to the development of cultural identity
CDF 59,including factors such as language_ ethnicity_ socioeconomic class_ religion_ gender_ and age as
CDF 59,they pertain to curriculum development.
CDF 59,Describe professional ethics and responsibilities which pertain to culturally responsive child
CDF 59,care and education.
CDF 59,Critically assess the various approaches to developmentally appropriate anti-bias education_
CDF 59,including integrating an anti-bias perspective in curricular preparation and implementation.
CDF 59,Develop components of an early childhood program environment which values cultural
CDF 59,diversity and evaluate its potential impact on children.
CDF 59,Describe a variety of strategies for culturally responsive care and education.
CDF 61,Articulate knowledge of the ages and stages of early childhood musical growth and
CDF 61,development.
CDF 61,Develop unit and activity plans to include the key musical elements of an early childhood music
CDF 61,program (i.e._ singing_ playing simple musical instruments_ listening_ creative/rhythmic
CDF 61,movement).
CDF 61,Research_ compile_ and evaluate resources for the development and implementation of music
CDF 61,curriculum applicable to young children in the home_ school_ and community.
CDF 61,Plan_ implement_ and evaluate inclusive_ developmentally appropriate early childhood music
CDF 61,activities in accordance with the Music Educators National Conference (MENC) and National
CDF 61,Association for the Education of Young Children (NAEYC) standards.
CDF 61,Apply various curriculum development methods and techniques through the preparation and
CDF 61,presentation of a variety of musical activities for the young child (e.g._ experiences in rhythm_
CDF 61,pitch_ melody_ tone_ creative/rhythmic movement_ and dynamics).
CDF 62,Discuss the importance of using knowledge of child development and learning when creating_
CDF 62,planning_ implementing appropriate art experiences.
CDF 62,Critique major artists_ artistic styles_ artistic elements_ and the importance/relevance of
CDF 62,integrating them in a developmentally appropriate early childhood art program for children.
CDF 62,Identify the developmental stages and abilities of the young child necessary for planning
CDF 62,developmentally appropriate curriculum.
CDF 62,Prepare and evaluate an environment conducive to fostering the child’s creative abilities.
CDF 62,Construct and implement various art media used in programs serving young children.
CDF 62,Explain the impact of early art experiences on children's development.
CDF 63,Investigate and apply developmentally appropriate principles and teaching strategies to
CDF 63,positively influence all young children's development and acquisition of knowledge and skills.
CDF 63,Evaluate the teachers' role in providing the best and promising practices in early childhood
CDF 63,education.
CDF 63,Design_ implement and evaluate curriculum based on information from families and observation
CDF 63,and assessment to support play and learning using developmental_ inclusive and anti-bias
CDF 63,principles.
CDF 63,Apply knowledge of children’s learning and development in designing_ implementing and
CDF 63,evaluating developmentally appropriate play-based curriculum in areas such as: social and
CDF 63,emotional_ language and literacy_ large and small motor_ creativity and the arts_ mathematics and
CDF 63,science.
CDF 63,Identify key ways in which the environment functions as an essential component of curriculum.
CDF 63,Describe and demonstrate how curriculum plans can be designed for inclusion of children with
CDF 63,special needs and for dual language learners.
CDF 63,Explain the progression of curriculum development from simple to complex and concrete to
CDF 63,abstract and demonstrate how these concepts are essential for curricular design.
CDF 67,Design_ prepare and evaluate developmentally appropriate science curriculum for young
CDF 67,children.
CDF 67,Design_ prepare_ and evaluate developmentally appropriate math curriculum for young children.
CDF 67,Describe principles and theories of math and science as they relate to early childhood education.
CDF 67,Explain the value of math and science experiences as a part of the early childhood curriculum.
CDF 67,Assess math and science activities for developmental and age appropriateness for young
CDF 67,children.
CDF 78,Integrate understandings of children’s needs and development in order to develop and maintain
CDF 78,healthy_ safe_ respectful_ supportive and challenging learning environments for all children.
CDF 78,Evaluate the effectiveness of early childhood curriculum_ classroom environments_ teaching
CDF 78,strategies and how teachers involve families in their children’s development and learning to
CDF 78,improve teaching practices for all children.
CDF 78,Design_ implement and evaluate curriculum activities that are based on observation_
CDF 78,documentation and assessment of young children.
CDF 78,Apply a variety of effective approaches_ strategies and techniques supporting positive
CDF 78,relationships with children and adults.
CDF 78,Critically assess one’s own teaching experiences to guide and inform practice.
CDF 78,Demonstrate the interpersonal skills necessary to successfully participate in an early care and
CDF 78,education setting.
CDF 78,Evaluate and utilize a recordkeeping system to document and track children’s progress.
CDF 78,Use and articulate current research and understanding of development and learning theories to
CDF 78,select effective learning materials and experiences for young children.
CDF 78,Demonstrate professional behavior and preparation for the field of early childhood education
CDF 78,including a written professional growth plan and written and verbal communication skills.
CDF 80,Assess strategies to maximize the mental and physical health of children and adults in programs
CDF 80,for all young children in accordance with culturally_ linguistically and developmentally sound
CDF 80,practice.
CDF 80,Identify health_ safety_ and environmental risks in children’s programs.
CDF 80,Analyze the nutritional needs of children at various ages and evaluate the relationship between
CDF 80,healthy development and nutrition.
CDF 80,Evaluate regulations_ standards_ policies and procedures related to health_ safety_ and nutrition in
CDF 80,support of young children_ teachers and families.
CDF 80,Distinguish aspects of quality in programs for young children as related to health and safety_
CDF 80,acknowledging the value of collaboration with families and the community.
CDF 84,Compare and contrast various program structures_ philosophies and curriculum models.
CDF 84,Identify strategies to ensure equity and respect for children_ families_ staff and colleagues.
CDF 84,Summarize systems and methods to support sound fiscal operations in a variety of early
CDF 84,childhood education settings.
CDF 84,Demonstrate knowledge of compliance with regulatory systems.
CDF 84,Assess various methods and tools of evaluation.
CDF 84,Examine effective policies and procedures for staffing and scheduling.
CDF 85,Demonstrate effective practices for managing and leading staff and administering early care and
CDF 85,education programs.
CDF 85,Implement ongoing professional development plans based on evaluation of staff and
CDF 85,administrator needs.
CDF 85,Establish professional relationships and facilitate collaboration and communication between
CDF 85,colleagues_ families_ and stakeholders.
CDF 97,Develop a set of research notes based on personal observations_ readings_ discussions and media
CDF 97,presentations. Notes must be orderly_ legible and meaningful for future reference_ and include
CDF 97,analytical questions.
CDF 97,Produce a summary research report with supporting notes that is orderly_ legible and meaningful
CDF 97,for future reference; including an index and bibliography.
CDF 97,Draw from their notes sufficient data as to be able to write a logically ordered analytical essay of
CDF 97,at least 1_500 words in a proper research-paper form_ on a chosen topic that is pertinent to the
CDF 97,special study theme.
CDF 99,Identify CWE objectives that are unique to each student and employment situation
CDF 99,in consultation with their employer and CWE instructor prior to enrollment.
CDF 99,Describe the importance of on-the-job responsibilities.
CDF 99,Identify the attitudes and knowledge elements necessary for success.
